user_id,movie_name,activity_date,status,watch_time_minutes,country_code
4,Fight Club,2023-07-06,started,8,CA
4,Moonlight,2024-03-09,started,56,CA
4,Avengers: Endgame,2023-12-07,started,17,CA
4,The Shawshank Redemption,2024-09-27,started,33,CA
4,Top Gun: Maverick,2024-06-02,started,16,CA
4,Soul,2024-07-13,started,20,CA
4,Turning Red,2024-06-23,started,56,CA
4,Inside Out,2023-07-06,started,8,CA
4,Inside Out,2023-04-12,started,10,CA
4,Her,2023-09-14,started,31,CA
4,Big Hero 6,2024-08-01,started,18,CA
4,Moonlight,2023-05-27,started,15,CA
4,Moonlight,2023-03-30,started,29,CA
4,Soul,2024-07-05,started,23,CA
4,Knives Out,2024-10-17,started,47,CA
4,Big Hero 6,2023-09-02,started,17,CA
4,Whiplash,2023-11-05,started,8,CA
4,The Revenant,2024-10-03,started,8,CA
4,Parasite,2023-05-25,started,8,CA
4,The Revenant,2024-07-28,started,37,CA
4,Spider-Man: No Way Home,2023-09-05,started,8,CA
4,Spider-Man: No Way Home,2023-06-18,started,59,CA
4,Bohemian Rhapsody,2023-06-06,started,43,CA
4,Turning Red,2023-11-23,started,30,CA
4,Avengers: Endgame,2024-10-31,started,20,CA
4,The Revenant,2023-05-07,started,44,CA
4,Turning Red,2024-05-30,started,47,CA
4,The Revenant,2024-10-26,finished,193,CA
4,Parasite,2023-12-20,finished,112,CA
4,Parasite,2023-11-27,finished,127,CA
4,Moonlight,2023-08-09,finished,136,CA
4,Get Out,2024-02-14,finished,78,CA
4,Inception,2024-07-09,finished,85,CA
4,Turning Red,2024-09-28,finished,114,CA
4,Spider-Man: No Way Home,2023-12-24,finished,93,CA
4,Arrival,2023-06-06,finished,122,CA
4,Arrival,2024-01-13,finished,100,CA
4,Get Out,2024-10-04,finished,137,CA
4,Spider-Man: No Way Home,2023-04-05,finished,136,CA
4,Avengers: Endgame,2023-08-12,finished,127,CA
4,Avengers: Endgame,2023-07-15,finished,99,CA
5,Soul,2024-10-13,started,36,CA
5,Soul,2024-08-16,started,10,CA
5,Knives Out,2024-11-24,started,22,CA
5,Fight Club,2024-08-10,started,26,CA
5,Top Gun: Maverick,2024-10-30,started,21,CA
5,Bohemian Rhapsody,2024-11-12,started,33,CA
5,Inside Out,2024-11-08,started,32,CA
5,Inside Out,2024-08-11,started,12,CA
5,Turning Red,2024-11-06,started,14,CA
5,Inside Out,2024-08-14,started,58,CA
5,Arrival,2024-10-23,started,40,CA
5,Top Gun: Maverick,2024-10-04,started,13,CA
5,Fight Club,2024-09-18,started,28,CA
5,Fight Club,2024-09-24,started,18,CA
5,Her,2024-11-03,started,11,CA
5,Arrival,2024-11-17,started,40,CA
5,Knives Out,2024-10-28,started,52,CA
5,Top Gun: Maverick,2024-09-09,started,60,CA
5,Bohemian Rhapsody,2024-11-20,started,56,CA
5,Bohemian Rhapsody,2024-10-01,started,6,CA
5,Bohemian Rhapsody,2024-11-12,started,26,CA
5,Knives Out,2024-11-20,started,47,CA
5,Her,2024-09-13,started,15,CA
5,Avengers: Endgame,2024-09-27,started,60,CA
5,Fight Club,2024-10-09,started,19,CA
5,The Shawshank Redemption,2024-11-22,started,34,CA
5,Arrival,2024-09-18,started,57,CA
5,Her,2024-09-07,started,6,CA
5,The Shawshank Redemption,2024-09-30,started,26,CA
5,Soul,2024-08-18,started,54,CA
5,Soul,2024-09-23,started,46,CA
5,Spider-Man: No Way Home,2024-09-30,started,48,CA
5,Inside Out,2024-09-21,started,6,CA
5,Avengers: Endgame,2024-09-12,started,16,CA
5,The Revenant,2024-09-12,started,7,CA
5,Avengers: Endgame,2024-10-25,started,32,CA
5,Arrival,2024-11-11,started,55,CA
5,Parasite,2024-10-04,started,43,CA
5,Spider-Man: No Way Home,2024-08-24,started,29,CA
5,The Revenant,2024-09-03,started,21,CA
5,Fight Club,2024-11-08,started,32,CA
5,Inception,2024-10-15,started,56,CA
5,Inside Out,2024-11-05,started,51,CA
5,The Shawshank Redemption,2024-09-25,started,32,CA
5,Turning Red,2024-11-03,finished,144,CA
5,Parasite,2024-11-02,finished,91,CA
5,Whiplash,2024-10-13,finished,139,CA
5,Knives Out,2024-09-20,finished,163,CA
5,Whiplash,2024-10-19,finished,92,CA
5,The Shawshank Redemption,2024-10-02,finished,157,CA
5,Bohemian Rhapsody,2024-10-27,finished,137,CA
5,Moonlight,2024-10-19,finished,60,CA
5,Whiplash,2024-09-15,finished,113,CA
5,Knives Out,2024-11-18,finished,142,CA
5,Get Out,2024-10-05,finished,173,CA
5,The Shawshank Redemption,2024-10-14,finished,181,CA
5,Bohemian Rhapsody,2024-11-02,finished,81,CA
5,Whiplash,2024-10-14,finished,145,CA
5,Turning Red,2024-11-22,finished,120,CA
5,Whiplash,2024-09-07,finished,110,CA
5,Top Gun: Maverick,2024-08-13,finished,71,CA
5,Her,2024-10-09,finished,78,CA
5,Get Out,2024-10-02,finished,109,CA
5,Moonlight,2024-10-12,finished,162,CA
5,Her,2024-08-28,finished,61,CA
5,Avengers: Endgame,2024-11-17,finished,168,CA
5,Her,2024-09-01,finished,192,CA
5,Get Out,2024-08-16,finished,123,CA
5,Avengers: Endgame,2024-10-07,finished,94,CA
5,Get Out,2024-11-03,finished,195,CA
5,Inside Out,2024-10-25,finished,141,CA
5,Get Out,2024-10-27,finished,189,CA
5,Knives Out,2024-11-24,finished,200,CA
5,Get Out,2024-08-30,finished,181,CA
5,Get Out,2024-09-12,finished,123,CA
5,Soul,2024-11-16,finished,193,CA
5,Big Hero 6,2024-10-29,finished,121,CA
5,Soul,2024-10-05,finished,79,CA
5,Whiplash,2024-09-09,finished,129,CA
5,Parasite,2024-09-19,finished,198,CA
5,Turning Red,2024-08-27,finished,98,CA
5,Her,2024-09-28,finished,99,CA
5,The Shawshank Redemption,2024-08-18,finished,166,CA
5,Knives Out,2024-09-21,finished,198,CA
6,Inception,2024-08-28,started,41,CA
6,Moonlight,2024-07-23,started,5,CA
6,Arrival,2024-06-30,started,53,CA
6,Moonlight,2024-07-15,started,39,CA
6,Inside Out,2024-09-02,started,43,CA
6,Her,2024-07-24,started,19,CA
6,Soul,2024-07-17,started,36,CA
6,Inception,2024-07-11,started,26,CA
6,Moonlight,2024-08-23,started,15,CA
6,Get Out,2024-06-08,started,44,CA
6,Inside Out,2024-05-26,started,30,CA
6,The Revenant,2024-08-03,started,47,CA
6,Inception,2024-06-02,started,46,CA
6,Knives Out,2024-06-09,started,60,CA
6,Get Out,2024-06-15,started,8,CA
6,Soul,2024-07-10,started,25,CA
6,The Shawshank Redemption,2024-07-20,started,25,CA
6,Parasite,2024-08-28,started,29,CA
6,Soul,2024-08-27,started,58,CA
6,Knives Out,2024-06-24,started,58,CA
6,Turning Red,2024-07-22,started,6,CA
6,Inside Out,2024-05-29,started,27,CA
6,Her,2024-08-14,started,9,CA
6,Fight Club,2024-08-27,started,6,CA
6,Her,2024-06-17,started,58,CA
6,Inception,2024-08-10,started,14,CA
6,Her,2024-06-08,started,35,CA
6,Avengers: Endgame,2024-08-03,started,18,CA
6,Get Out,2024-08-20,started,21,CA
6,Arrival,2024-06-13,started,43,CA
6,Avengers: Endgame,2024-08-30,started,57,CA
6,Bohemian Rhapsody,2024-07-01,started,11,CA
6,The Revenant,2024-05-26,started,24,CA
6,The Revenant,2024-08-17,started,29,CA
6,Moonlight,2024-08-22,started,17,CA
6,Turning Red,2024-08-06,started,49,CA
6,Her,2024-06-05,started,49,CA
6,Whiplash,2024-08-18,started,43,CA
6,Avengers: Endgame,2024-09-01,started,41,CA
6,Fight Club,2024-07-06,started,39,CA
6,Knives Out,2024-08-15,started,28,CA
6,Turning Red,2024-07-26,started,46,CA
6,Parasite,2024-05-24,started,59,CA
6,Knives Out,2024-09-05,started,36,CA
6,Avengers: Endgame,2024-07-17,started,28,CA
6,Get Out,2024-08-21,started,14,CA
6,Knives Out,2024-06-14,started,51,CA
6,Spider-Man: No Way Home,2024-08-14,started,22,CA
6,Inside Out,2024-08-30,started,35,CA
6,Get Out,2024-07-17,started,57,CA
6,The Revenant,2024-06-26,finished,142,CA
6,Her,2024-06-03,finished,131,CA
6,Get Out,2024-06-23,finished,178,CA
6,The Revenant,2024-08-09,finished,157,CA
6,Parasite,2024-05-26,finished,186,CA
6,Parasite,2024-06-15,finished,184,CA
6,The Shawshank Redemption,2024-07-07,finished,126,CA
6,Parasite,2024-06-27,finished,130,CA
6,Inside Out,2024-05-24,finished,192,CA
6,The Shawshank Redemption,2024-06-02,finished,121,CA
6,Knives Out,2024-07-24,finished,121,CA
6,Big Hero 6,2024-08-13,finished,185,CA
6,Get Out,2024-09-01,finished,64,CA
6,Turning Red,2024-06-29,finished,116,CA
6,Moonlight,2024-08-19,finished,122,CA
6,Whiplash,2024-08-15,finished,154,CA
6,Big Hero 6,2024-08-01,finished,195,CA
6,Arrival,2024-07-16,finished,200,CA
6,Parasite,2024-07-07,finished,176,CA
6,Soul,2024-07-01,finished,124,CA
6,Her,2024-06-07,finished,109,CA
6,Parasite,2024-06-07,finished,197,CA
6,Bohemian Rhapsody,2024-06-16,finished,115,CA
6,Big Hero 6,2024-06-27,finished,194,CA
6,Whiplash,2024-06-04,finished,109,CA
6,Whiplash,2024-06-21,finished,152,CA
6,Bohemian Rhapsody,2024-06-30,finished,63,CA
6,Inside Out,2024-06-08,finished,130,CA
6,Fight Club,2024-05-29,finished,134,CA
6,Top Gun: Maverick,2024-08-12,finished,185,CA
6,Avengers: Endgame,2024-05-24,finished,132,CA
6,Big Hero 6,2024-07-23,finished,172,CA
6,Parasite,2024-06-15,finished,73,CA
6,Soul,2024-07-23,finished,89,CA
6,Turning Red,2024-07-13,finished,185,CA
6,Turning Red,2024-08-04,finished,73,CA
6,Top Gun: Maverick,2024-06-11,finished,137,CA
7,Moonlight,2024-10-31,started,33,US
7,Whiplash,2024-10-09,started,24,US
7,The Revenant,2023-09-27,started,44,US
7,Avengers: Endgame,2024-02-25,started,45,US
7,The Shawshank Redemption,2024-04-23,started,47,US
7,Turning Red,2024-01-04,started,20,US
7,Bohemian Rhapsody,2025-02-12,started,9,US
7,Bohemian Rhapsody,2023-07-30,started,31,US
7,Get Out,2024-11-20,started,23,US
7,Fight Club,2024-03-21,started,23,US
7,Whiplash,2024-11-03,started,9,US
7,Her,2024-04-23,started,55,US
7,The Revenant,2024-02-15,started,32,US
7,Avengers: Endgame,2025-02-04,started,19,US
7,Top Gun: Maverick,2024-04-25,started,57,US
7,Top Gun: Maverick,2023-10-09,started,8,US
7,Bohemian Rhapsody,2024-06-06,started,43,US
7,The Revenant,2024-05-18,started,33,US
7,Avengers: Endgame,2024-11-18,started,49,US
7,Whiplash,2024-09-12,started,22,US
7,Spider-Man: No Way Home,2025-01-30,started,36,US
7,Get Out,2023-10-18,started,43,US
7,Fight Club,2024-10-12,started,52,US
7,Parasite,2024-04-09,started,6,US
7,Turning Red,2024-03-18,started,48,US
7,The Revenant,2023-08-18,started,53,US
7,Soul,2023-09-07,started,53,US
7,Bohemian Rhapsody,2024-11-20,started,38,US
7,Get Out,2024-05-07,started,16,US
7,The Revenant,2024-10-16,started,45,US
7,Big Hero 6,2023-10-29,started,35,US
7,Arrival,2024-09-18,started,26,US
7,Parasite,2023-11-12,started,59,US
7,Bohemian Rhapsody,2024-06-29,started,31,US
7,Big Hero 6,2024-05-18,started,47,US
7,Moonlight,2025-02-10,started,7,US
7,Get Out,2023-10-26,started,25,US
7,Soul,2024-06-23,started,12,US
7,Moonlight,2025-01-04,started,57,US
7,Inception,2025-02-02,started,34,US
7,Knives Out,2023-09-21,started,17,US
7,Spider-Man: No Way Home,2024-08-01,started,44,US
7,Big Hero 6,2024-10-22,started,53,US
7,Fight Club,2024-02-21,started,22,US
7,Inside Out,2023-12-09,started,23,US
7,Get Out,2024-12-05,started,12,US
7,Inception,2024-03-29,started,50,US
7,Bohemian Rhapsody,2024-06-10,started,40,US
7,Inception,2025-02-12,started,31,US
7,Turning Red,2024-03-14,started,58,US
7,Avengers: Endgame,2024-11-11,finished,90,US
7,Top Gun: Maverick,2024-12-19,finished,134,US
7,Spider-Man: No Way Home,2024-05-02,finished,166,US
7,Big Hero 6,2024-11-22,finished,122,US
7,Get Out,2025-02-11,finished,97,US
7,Moonlight,2024-02-08,finished,190,US
7,Top Gun: Maverick,2023-10-07,finished,130,US
7,Knives Out,2024-07-10,finished,189,US
7,Soul,2023-07-30,finished,132,US
7,Whiplash,2024-12-10,finished,98,US
7,Get Out,2025-01-29,finished,183,US
7,Arrival,2024-07-02,finished,199,US
7,Moonlight,2024-11-05,finished,142,US
7,The Shawshank Redemption,2024-03-28,finished,158,US
7,Her,2024-09-20,finished,71,US
7,Parasite,2024-11-23,finished,157,US
7,Moonlight,2023-12-30,finished,186,US
7,Fight Club,2023-12-04,finished,188,US
7,The Revenant,2024-07-01,finished,85,US
7,Get Out,2023-11-07,finished,194,US
7,Get Out,2023-08-12,finished,96,US
7,Knives Out,2024-01-02,finished,79,US
7,Big Hero 6,2024-04-24,finished,146,US
7,Moonlight,2023-10-18,finished,144,US
7,Inside Out,2024-08-20,finished,141,US
7,Big Hero 6,2025-02-01,finished,69,US
7,Turning Red,2024-03-24,finished,133,US
7,Her,2023-10-28,finished,171,US
7,Avengers: Endgame,2023-11-07,finished,173,US
7,Bohemian Rhapsody,2024-05-29,finished,67,US
7,Fight Club,2024-06-24,finished,74,US
7,Whiplash,2024-07-29,finished,155,US
7,Knives Out,2023-12-24,finished,122,US
8,Moonlight,2025-04-25,started,48,CA
8,Her,2025-03-25,started,42,CA
8,Top Gun: Maverick,2025-01-16,started,34,CA
8,Soul,2025-03-15,started,21,CA
8,Inception,2025-03-17,started,23,CA
8,Inside Out,2024-12-28,started,9,CA
8,Get Out,2025-02-14,started,42,CA
8,Whiplash,2025-04-30,started,32,CA
8,Soul,2025-03-14,started,59,CA
8,Whiplash,2025-01-07,started,29,CA
8,Big Hero 6,2024-12-15,started,20,CA
8,Moonlight,2025-04-13,started,27,CA
8,The Revenant,2025-02-01,finished,135,CA
9,Big Hero 6,2024-05-15,started,54,MX
9,Her,2024-06-01,started,19,MX
9,The Shawshank Redemption,2024-05-06,started,48,MX
9,Top Gun: Maverick,2024-03-27,started,45,MX
9,Fight Club,2024-05-21,started,55,MX
9,Get Out,2024-03-11,started,42,MX
9,Arrival,2024-04-05,started,10,MX
9,Whiplash,2024-05-25,started,52,MX
9,Knives Out,2024-04-16,started,17,MX
9,Top Gun: Maverick,2024-07-19,started,28,MX
9,Spider-Man: No Way Home,2024-07-09,started,22,MX
9,Bohemian Rhapsody,2024-05-07,started,57,MX
9,Big Hero 6,2024-05-17,started,52,MX
9,Parasite,2024-04-01,started,34,MX
9,Turning Red,2024-04-08,started,53,MX
9,Her,2024-06-12,started,59,MX
9,Inside Out,2024-06-04,started,10,MX
9,Moonlight,2024-03-06,started,21,MX
9,Inside Out,2024-04-03,started,34,MX
9,Arrival,2024-05-09,started,42,MX
9,Moonlight,2024-06-06,started,11,MX
9,Her,2024-07-01,started,6,MX
9,Inside Out,2024-05-25,started,44,MX
9,Her,2024-03-19,started,45,MX
9,Get Out,2024-05-19,started,46,MX
9,Knives Out,2024-04-01,started,13,MX
9,Fight Club,2024-03-12,started,24,MX
9,Big Hero 6,2024-04-01,started,11,MX
9,Her,2024-07-18,started,13,MX
9,Moonlight,2024-06-27,started,28,MX
9,Inside Out,2024-06-18,started,42,MX
9,Top Gun: Maverick,2024-06-17,started,46,MX
9,Avengers: Endgame,2024-07-06,started,44,MX
9,Knives Out,2024-05-13,started,7,MX
9,Arrival,2024-04-27,started,33,MX
9,Get Out,2024-05-02,started,59,MX
9,Arrival,2024-03-28,started,48,MX
9,Arrival,2024-07-20,started,46,MX
9,Arrival,2024-03-18,started,30,MX
9,Soul,2024-04-20,started,12,MX
9,Get Out,2024-03-26,started,47,MX
9,The Shawshank Redemption,2024-03-08,started,8,MX
9,Parasite,2024-05-04,started,13,MX
9,The Revenant,2024-04-24,started,9,MX
9,Inside Out,2024-04-25,finished,115,MX
9,Her,2024-05-26,finished,97,MX
9,Inception,2024-05-12,finished,97,MX
10,Arrival,2024-03-25,started,42,MX
10,Parasite,2024-01-29,started,16,MX
10,Soul,2024-02-07,started,13,MX
10,Knives Out,2024-06-07,started,12,MX
10,Turning Red,2024-05-25,started,33,MX
10,Arrival,2024-06-04,started,42,MX
10,Avengers: Endgame,2024-05-19,started,37,MX
10,Her,2024-06-30,started,7,MX
10,Spider-Man: No Way Home,2024-04-11,started,34,MX
11,Big Hero 6,2025-01-26,started,33,US
11,Turning Red,2025-02-19,started,10,US
11,Parasite,2025-01-12,started,14,US
11,Turning Red,2024-11-12,started,22,US
11,The Revenant,2025-01-05,started,50,US
11,Parasite,2024-12-14,started,43,US
11,Spider-Man: No Way Home,2024-12-03,started,34,US
11,Spider-Man: No Way Home,2025-01-12,started,32,US
11,Avengers: Endgame,2025-02-05,started,49,US
11,Avengers: Endgame,2025-02-13,started,46,US
11,Inside Out,2025-01-27,started,60,US
11,The Shawshank Redemption,2024-12-21,started,33,US
11,Her,2024-12-18,started,26,US
11,Get Out,2024-12-17,started,31,US
11,Avengers: Endgame,2024-12-06,started,32,US
11,Parasite,2025-01-20,started,21,US
11,Arrival,2025-02-26,started,14,US
11,Big Hero 6,2024-11-04,started,10,US
11,Turning Red,2024-11-07,started,32,US
11,Avengers: Endgame,2025-01-30,started,52,US
11,Arrival,2025-02-07,started,13,US
11,Inside Out,2024-11-03,started,42,US
11,Inside Out,2025-01-06,started,26,US
11,Avengers: Endgame,2024-12-18,started,27,US
11,Knives Out,2025-02-15,started,51,US
11,Fight Club,2024-12-02,started,43,US
11,Whiplash,2024-12-11,started,11,US
11,The Revenant,2024-12-30,started,18,US
11,Top Gun: Maverick,2025-01-19,started,35,US
11,Her,2025-02-12,started,11,US
11,Arrival,2025-02-12,started,40,US
11,Arrival,2024-11-10,started,53,US
11,Soul,2025-01-08,started,19,US
11,Knives Out,2025-02-12,started,40,US
11,Inside Out,2024-10-30,started,43,US
11,Soul,2024-10-30,started,16,US
11,Soul,2025-01-24,started,53,US
11,Whiplash,2025-02-21,started,26,US
11,Arrival,2024-10-27,started,16,US
11,Top Gun: Maverick,2025-01-07,started,47,US
11,Moonlight,2024-11-04,started,14,US
11,Inception,2024-11-07,started,52,US
11,Spider-Man: No Way Home,2024-11-23,started,29,US
11,Knives Out,2024-12-24,started,26,US
11,Bohemian Rhapsody,2024-12-13,finished,139,US
11,Parasite,2025-02-03,finished,81,US
11,Fight Club,2024-11-15,finished,100,US
11,Fight Club,2025-01-21,finished,80,US
11,Soul,2024-12-22,finished,168,US
11,Big Hero 6,2025-01-12,finished,173,US
12,Whiplash,2025-02-22,started,38,CA
12,Whiplash,2024-07-11,started,19,CA
12,Moonlight,2024-07-16,started,5,CA
12,The Shawshank Redemption,2024-11-19,started,18,CA
12,Top Gun: Maverick,2024-10-26,started,23,CA
12,Parasite,2024-08-18,started,5,CA
12,Big Hero 6,2025-01-24,started,16,CA
12,Top Gun: Maverick,2024-12-29,started,39,CA
12,Her,2025-03-01,started,40,CA
12,Arrival,2024-07-24,started,30,CA
12,Fight Club,2025-01-27,started,6,CA
12,Get Out,2024-07-27,started,60,CA
12,Parasite,2025-01-23,started,41,CA
12,Moonlight,2025-01-17,started,23,CA
12,Avengers: Endgame,2025-01-11,started,6,CA
12,Parasite,2024-09-13,started,56,CA
12,Get Out,2024-12-20,started,10,CA
12,Knives Out,2024-08-11,started,20,CA
12,Knives Out,2025-01-09,started,38,CA
12,Turning Red,2025-01-06,started,60,CA
12,Whiplash,2024-12-08,started,19,CA
12,Parasite,2024-09-12,started,9,CA
12,Spider-Man: No Way Home,2024-08-15,started,38,CA
12,Spider-Man: No Way Home,2024-09-25,started,54,CA
12,Arrival,2024-12-14,started,51,CA
12,Top Gun: Maverick,2024-10-16,started,11,CA
12,Top Gun: Maverick,2024-10-27,started,17,CA
12,Bohemian Rhapsody,2024-09-04,started,53,CA
12,Turning Red,2024-09-16,finished,186,CA
12,Get Out,2025-02-02,finished,142,CA
12,Parasite,2024-09-03,finished,172,CA
13,Arrival,2025-02-19,started,9,CA
13,Whiplash,2025-01-27,started,33,CA
13,Fight Club,2024-07-04,started,28,CA
13,Whiplash,2024-07-14,started,46,CA
13,Turning Red,2025-04-15,started,43,CA
13,Spider-Man: No Way Home,2024-12-18,started,34,CA
13,The Revenant,2025-03-15,started,55,CA
13,Fight Club,2025-01-21,started,56,CA
13,The Revenant,2024-09-09,started,25,CA
13,Big Hero 6,2025-02-16,started,14,CA
13,Fight Club,2025-01-21,started,11,CA
13,Parasite,2024-07-18,started,37,CA
13,Bohemian Rhapsody,2024-06-25,started,20,CA
13,Get Out,2025-01-15,started,38,CA
13,Spider-Man: No Way Home,2025-04-13,started,15,CA
13,Arrival,2024-12-12,started,23,CA
13,Moonlight,2024-12-31,started,54,CA
13,Parasite,2025-04-07,started,8,CA
13,Parasite,2024-07-08,started,26,CA
13,Avengers: Endgame,2025-03-17,started,48,CA
13,Moonlight,2024-10-28,started,21,CA
13,Top Gun: Maverick,2024-11-22,started,10,CA
13,The Revenant,2024-08-16,started,27,CA
13,Whiplash,2024-12-22,started,13,CA
13,Turning Red,2024-11-10,started,40,CA
13,Moonlight,2024-11-20,started,57,CA
13,Top Gun: Maverick,2025-03-01,started,10,CA
13,Knives Out,2025-02-20,started,28,CA
13,Inception,2024-12-07,started,24,CA
13,Bohemian Rhapsody,2024-09-22,started,26,CA
13,Big Hero 6,2024-09-11,started,19,CA
13,Top Gun: Maverick,2024-08-23,started,9,CA
13,Whiplash,2024-07-26,started,37,CA
13,Inside Out,2025-03-01,started,7,CA
13,Parasite,2025-04-17,started,13,CA
13,Moonlight,2024-08-22,started,15,CA
13,Bohemian Rhapsody,2025-04-20,started,56,CA
13,Bohemian Rhapsody,2025-01-15,started,7,CA
13,Knives Out,2024-12-08,finished,120,CA
13,Get Out,2025-04-13,finished,132,CA
13,Get Out,2024-10-02,finished,196,CA
14,Whiplash,2025-02-12,started,29,CA
14,Spider-Man: No Way Home,2025-01-27,started,31,CA
14,Bohemian Rhapsody,2025-01-06,started,56,CA
14,Top Gun: Maverick,2025-01-10,started,8,CA
14,Big Hero 6,2025-01-17,started,40,CA
14,Avengers: Endgame,2025-02-08,started,59,CA
14,Spider-Man: No Way Home,2025-01-01,started,23,CA
14,Turning Red,2025-02-11,started,15,CA
14,Soul,2025-01-22,started,37,CA
14,Top Gun: Maverick,2025-01-21,started,10,CA
14,Her,2025-01-22,started,27,CA
14,Inception,2025-01-20,started,8,CA
14,Moonlight,2025-01-26,started,28,CA
14,Her,2025-01-18,started,10,CA
14,Arrival,2025-01-08,started,6,CA
14,Parasite,2024-12-31,started,58,CA
14,Parasite,2025-01-03,started,13,CA
14,Fight Club,2025-01-12,started,58,CA
14,Big Hero 6,2025-02-07,started,58,CA
14,Top Gun: Maverick,2025-02-11,started,50,CA
14,Big Hero 6,2025-01-22,started,44,CA
14,Inception,2024-12-30,started,6,CA
14,Soul,2025-01-07,started,58,CA
14,Top Gun: Maverick,2025-01-29,started,51,CA
14,Spider-Man: No Way Home,2025-01-21,started,12,CA
14,Whiplash,2025-01-09,started,24,CA
14,Avengers: Endgame,2024-12-28,started,20,CA
14,Knives Out,2025-02-03,started,55,CA
14,Get Out,2024-12-29,started,12,CA
14,Big Hero 6,2025-02-01,finished,197,CA
14,Inception,2025-02-03,finished,191,CA
14,The Revenant,2025-01-09,finished,96,CA
14,Whiplash,2025-01-21,finished,60,CA
14,Arrival,2025-01-09,finished,166,CA
14,Bohemian Rhapsody,2025-02-05,finished,81,CA
14,Spider-Man: No Way Home,2025-01-17,finished,77,CA
14,Spider-Man: No Way Home,2025-01-28,finished,189,CA
14,Spider-Man: No Way Home,2025-01-29,finished,65,CA
14,Moonlight,2025-01-24,finished,71,CA
14,Moonlight,2025-01-17,finished,124,CA
14,Inception,2025-01-16,finished,77,CA
14,Arrival,2025-01-09,finished,86,CA
14,The Revenant,2025-02-10,finished,145,CA
15,Get Out,2025-01-11,started,45,US
15,Bohemian Rhapsody,2024-07-19,started,9,US
15,Get Out,2024-05-29,started,23,US
